Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0000410, HP:0005274, HP:0100855, HP:0004423, HP:0009772, HP:0001873","HP:0002697, HP:0004854, HP:0005274, HP:0009785, HP:0011474, HP:0100929","HP:0005274, HP:0009772, HP:0004286, HP:0000929, HP:0031704, HP:0011001, HP:0000598, HP:0001872, HP:0002084, HP:0040064, HP:0001468, HP:0000118, HP:0005105, HP:0000436, HP:0100855, HP:0000405, HP:0001871, HP:0033127, HP:0000364, HP:0011842, HP:0004348, HP:0000271, HP:0003330, HP:0004281, HP:0000410, HP:0001873, HP:0000366, HP:0000365, HP:0004423, HP:0009784, HP:0001457, HP:0004054, HP:0011875, HP:0000924, HP:0002817, HP:0010938, HP:0001446, HP:0000152, HP:0011815, HP:0011873, HP:0000234, HP:0011849",16.67%,62.15606641769409
"HP:0005930, HP:0002097, HP:0011875, HP:0000366, HP:0003218, HP:0005345","HP:0000868, HP:0003743, HP:0005288, HP:0005345, HP:0006536, HP:0010927, HP:0012525, HP:0100219","HP:0001939, HP:0003218, HP:0003110, HP:0005345, HP:0002795, HP:0001872, HP:0005930, HP:0002088, HP:0012252, HP:0000366, HP:0025015, HP:0033353, HP:0000924, HP:0000118, HP:0011314, HP:0031980, HP:0002097, HP:0002624, HP:0002086, HP:0033354, HP:0002597, HP:0000234, HP:0000271, HP:0000152, HP:0001871, HP:0033127, HP:0001626, HP:0011842, HP:0011875, HP:0011844",12.5%,52.170469522476196
"HP:0001010, HP:0006482, HP:0002797, HP:0003540, HP:0007343, HP:0002140, HP:0012542, HP:0000778","HP:0002637, HP:0007443, HP:0008401, HP:0009814, HP:0010351, HP:0010515, HP:0011080, HP:0011871","HP:0012639, HP:0000778, HP:0001872, HP:0001805, HP:0006482, HP:0000951, HP:0011869, HP:0012443, HP:0011138, HP:0010515, HP:0000118, HP:0002140, HP:0030402, HP:0007343, HP:0000707, HP:0001871, HP:0001010, HP:0033127, HP:0000818, HP:0011842, HP:0001000, HP:0100659, HP:0000777, HP:0000271, HP:0002011, HP:0000163, HP:0000153, HP:0001297, HP:0003330, HP:0031816, HP:0000164, HP:0001597, HP:0001574, HP:0000924, HP:0002797, HP:0000152, HP:0003540, HP:0012542, HP:0100547, HP:0000234, HP:0011121",12.5%,66.1116886138916
"HP:0034398, HP:0000126, HP:0030319, HP:0000841","HP:0000297, HP:0000841, HP:0010838, HP:0011507, HP:0011881, HP:0100171, HP:0100581","HP:0034398, HP:0000301, HP:0010946, HP:0010935, HP:0001780, HP:0040064, HP:0000847, HP:0012210, HP:0000077, HP:0011799, HP:0010944, HP:0001760, HP:0000118, HP:0000119, HP:0000818, HP:0000841, HP:0000079, HP:0030319, HP:0000152, HP:0000126, HP:0000234, HP:0002814, HP:0000271",14.29%,85.39419293403625
"HP:0002913, HP:0009804, HP:0010655, HP:0002597, HP:0001363, HP:0100006","HP:0000674, HP:0002597, HP:0002913, HP:0004375, HP:0011322, HP:0012526, HP:0012706, HP:0100075","HP:0001939, HP:0000153, HP:0100006, HP:0011844, HP:0012639, HP:0003110, HP:0031816, HP:0000929, HP:0000164, HP:0005930, HP:0002913, HP:0009804, HP:0001363, HP:0006483, HP:0000924, HP:0000118, HP:0011314, HP:0033354, HP:0002683, HP:0002597, HP:0000707, HP:0000152, HP:0010655, HP:0033127, HP:0001626, HP:0011842, HP:0000234, HP:0000271, HP:0002011, HP:0000163",25.0%,79.50415897369385
"HP:0001836, HP:0011875, HP:0004552, HP:0009125, HP:0010164","HP:0003809, HP:0004552, HP:0010333, HP:0011547, HP:0011875, HP:0100226, HP:0100788","HP:0000987, HP:0005830, HP:0009124, HP:0011355, HP:0004552, HP:0009125, HP:0001872, HP:0040064, HP:0001780, HP:0000951, HP:0001574, HP:0001760, HP:0010164, HP:0000118, HP:0008366, HP:0001871, HP:0033127, HP:0003549, HP:0001836, HP:0010160, HP:0011875, HP:0002814, HP:0011121",28.57%,87.74205994606018
"HP:0000992, HP:0000953, HP:0002891, HP:0001156, HP:0001324, HP:0003065","HP:0001571, HP:0002891, HP:0003065, HP:0007537, HP:0009617, HP:0009787, HP:0011112, HP:0012529","HP:0002813, HP:0012243, HP:0000812, HP:0000008, HP:0000951, HP:0003011, HP:0002891, HP:0000118, HP:0011804, HP:0000992, HP:0000953, HP:0034669, HP:0033127, HP:0000130, HP:0011842, HP:0001000, HP:0001367, HP:0011844, HP:0031105, HP:0100491, HP:0000078, HP:0003045, HP:0011297, HP:0001324, HP:0001574, HP:0010784, HP:0000924, HP:0000119, HP:0002815, HP:0001156, HP:0006498, HP:0011354, HP:0003065, HP:0011927, HP:0011121",25.0%,64.66481733322144
"HP:0000494, HP:0010828, HP:0007957, HP:0010583, HP:0025261, HP:0001362","HP:0001902, HP:0005498, HP:0007332, HP:0007874, HP:0008392, HP:0008511, HP:0009426, HP:0100128","HP:0011442, HP:0011729, HP:0000481, HP:0000929, HP:0000478, HP:0001376, HP:0030669, HP:0012372, HP:0000118, HP:0010583, HP:0011314, HP:0004328, HP:0001336, HP:0025261, HP:0000707, HP:0011843, HP:0012638, HP:0000315, HP:0033127, HP:0000494, HP:0011842, HP:0002683, HP:0011844, HP:0000271, HP:0032039, HP:0003739, HP:0007957, HP:0001362, HP:0001387, HP:0005930, HP:0034430, HP:0010828, HP:0000924, HP:0200006, HP:0000152, HP:0000492, HP:0008050, HP:0000234, HP:0004305",0.0%,89.90426301956177
"HP:0032391, HP:0001853, HP:0000763, HP:0002126, HP:0007773, HP:0001156, HP:0001324","HP:0001489, HP:0002282, HP:0002936, HP:0004813, HP:0006821, HP:0009150, HP:0100209, HP:3000006","HP:0012639, HP:0002813, HP:0011297, HP:0032391, HP:0009136, HP:0000763, HP:0002282, HP:0000478, HP:0040064, HP:0001324, HP:0012372, HP:0001760, HP:0003011, HP:0004329, HP:0000118, HP:0000924, HP:0011804, HP:0002126, HP:0001156, HP:0004327, HP:0007773, HP:0000707, HP:0001853, HP:0012638, HP:0033127, HP:0011927, HP:0011842, HP:0009830, HP:0002536, HP:0002269, HP:0002814, HP:0011844, HP:0002011",12.5%,54.01742362976074
"HP:0000153, HP:0000518, HP:0001892, HP:0002046, HP:0011220, HP:0002991","HP:0000150, HP:0000153, HP:0001134, HP:0002046, HP:0003540, HP:0004425, HP:0010593","HP:0000153, HP:0001939, HP:0012337, HP:0000478, HP:0001892, HP:0040064, HP:0002046, HP:0002981, HP:0012372, HP:0011220, HP:0000118, HP:0004328, HP:0000518, HP:0000517, HP:0000152, HP:0001871, HP:0000290, HP:0002991, HP:0000234, HP:0002814, HP:0000271, HP:0004370",28.57%,63.14911389350891
"HP:0012531, HP:0100540, HP:0002659, HP:0011314","HP:0001975, HP:0003884, HP:0010117, HP:0012375","HP:0011844, HP:0032039, HP:0002659, HP:0025142, HP:0030669, HP:0000924, HP:0000118, HP:0011314, HP:0012531, HP:0100540, HP:0000152, HP:0000492, HP:0011843, HP:0000315, HP:0033127, HP:0011842, HP:0000234, HP:0000271",0.0%,59.273688316345215
"HP:0008771, HP:0001156, HP:0000518, HP:0001901, HP:0000863, HP:0010669","HP:0001898, HP:0003265, HP:0008589, HP:0009333, HP:0010693, HP:0011752, HP:3000018","HP:0002813, HP:0034261, HP:0010669, HP:0000929, HP:0000598, HP:0011297, HP:0000478, HP:0000863, HP:0012372, HP:0011821, HP:0000873, HP:0000924, HP:0000118, HP:0002692, HP:0004328, HP:0001156, HP:0008771, HP:0000518, HP:0031703, HP:0001877, HP:0000517, HP:0000152, HP:0001871, HP:0001901, HP:0033127, HP:0011927, HP:0000818, HP:0011842, HP:0000234, HP:0011844",0.0%,68.08219194412231
"HP:0011372, HP:0000375, HP:0012385, HP:0001363, HP:0010049, HP:0001890","HP:0000375, HP:0004844, HP:0008772, HP:0009539, HP:0010036, HP:0012316, HP:0012800","HP:0011844, HP:0030044, HP:0000929, HP:0000598, HP:0003026, HP:0012385, HP:0010049, HP:0000375, HP:0001363, HP:0000924, HP:0000118, HP:0008774, HP:0011314, HP:0001878, HP:0008771, HP:0031703, HP:0001877, HP:0011372, HP:0002683, HP:0000152, HP:0001371, HP:0011895, HP:0001871, HP:0033127, HP:0001890, HP:0011390, HP:0034392, HP:0000359, HP:0000234, HP:0011842, HP:0001903, HP:0003549",14.29%,75.9253511428833
"HP:0005791, HP:0012549, HP:0010583, HP:0010587, HP:0011252, HP:0002353, HP:0003215, HP:0001897","HP:0003215, HP:0004031, HP:0004819, HP:0009498, HP:0010263, HP:0011205, HP:0011254, HP:0012549","HP:0001897, HP:0003110, HP:0000598, HP:0030178, HP:0030669, HP:0012072, HP:0000118, HP:0010583, HP:0011314, HP:0031703, HP:0000707, HP:0000935, HP:0001871, HP:0012638, HP:0000315, HP:0033127, HP:0001903, HP:0011842, HP:0010972, HP:0012549, HP:0002353, HP:0000271, HP:0011844, HP:0001939, HP:0032039, HP:0032943, HP:0010587, HP:0005930, HP:0001311, HP:0000502, HP:0000924, HP:0011252, HP:0000356, HP:0001877, HP:0005791, HP:0000152, HP:0003215, HP:0000377, HP:0001992, HP:0000234, HP:0040156",25.0%,73.92357277870178
"HP:0005561, HP:0000518, HP:0002671, HP:0002910, HP:0010442, HP:0012378","HP:0007795, HP:0010000, HP:0010615, HP:0011250, HP:0012131, HP:0012544","HP:0001939, HP:0002813, HP:0011844, HP:0012378, HP:0011297, HP:0000478, HP:0025142, HP:0000951, HP:0001574, HP:0005561, HP:0012372, HP:0430135, HP:0010442, HP:0000924, HP:0000118, HP:0004328, HP:0002910, HP:0000518, HP:0012379, HP:0000517, HP:0034684, HP:0001871, HP:0033127, HP:0002671, HP:0011842, HP:0008069",0.0%,73.32855582237244
"HP:0030154, HP:0001903, HP:0002656, HP:0000046, HP:0007968","HP:0001972, HP:0005233, HP:0008569, HP:0008707, HP:0009922, HP:0010241, HP:0100210","HP:0002012, HP:0002652, HP:0000078, HP:0012243, HP:0000046, HP:0000045, HP:0000032, HP:0000478, HP:0012372, HP:0000924, HP:0005264, HP:0000118, HP:0000119, HP:0000811, HP:0004329, HP:0004327, HP:0001877, HP:0004297, HP:0001392, HP:0030154, HP:0001871, HP:0012437, HP:0033127, HP:0007968, HP:0001903, HP:0002656, HP:0011842, HP:0025031",0.0%,69.20410966873169
"HP:0034585, HP:0005233, HP:0001857, HP:0000365","HP:0001362, HP:0005233, HP:0010431, HP:0011375, HP:0100169","HP:0002012, HP:0031704, HP:0000598, HP:0001991, HP:0002814, HP:0011391, HP:0040064, HP:0001780, HP:0000365, HP:0005035, HP:0001831, HP:0001760, HP:0000364, HP:0001857, HP:0000118, HP:0005264, HP:0005233, HP:0031703, HP:0004297, HP:0001392, HP:0012437, HP:0011390, HP:0000359, HP:0011396, HP:0025031, HP:0011466, HP:0034585",20.0%,68.32937812805176
"HP:0001746, HP:0003048, HP:0009145, HP:0500153","HP:0003083, HP:0005900, HP:0006566, HP:0008554, HP:0009145, HP:0010451, HP:0010908","HP:0001743, HP:0002012, HP:0001939, HP:0032180, HP:0003048, HP:0009145, HP:0010902, HP:0430071, HP:0010451, HP:0003112, HP:0025015, HP:0033353, HP:0025408, HP:0011004, HP:0000924, HP:0500153, HP:0000118, HP:0004354, HP:0010909, HP:0002597, HP:0032153, HP:0033127, HP:0001367, HP:0001626, HP:0011842, HP:0001746, HP:0025031, HP:0033107",28.57%,81.94437074661255
"HP:0010442, HP:0000510, HP:0011252, HP:0012680, HP:0002893, HP:0001635","HP:0000555, HP:0001161, HP:0009805, HP:0011254, HP:0011510, HP:0011763, HP:0012688","HP:0012680, HP:0002813, HP:0001098, HP:0011025, HP:0011747, HP:0011750, HP:0000598, HP:0011297, HP:0000478, HP:0000556, HP:0000479, HP:0012372, HP:0010442, HP:0000924, HP:0000118, HP:0011252, HP:0004329, HP:0012503, HP:0000356, HP:0031703, HP:0000510, HP:0000864, HP:0000377, HP:0001635, HP:0002893, HP:0033127, HP:0000818, HP:0011842, HP:0001626, HP:0011844",0.0%,82.57235503196716
"HP:0001159, HP:0000407, HP:0011718, HP:0005731, HP:0010766, HP:0003457","HP:0003457, HP:0008625, HP:0010400, HP:0010423, HP:0011986, HP:0012525, HP:3000043","HP:0002813, HP:0003330, HP:0031704, HP:0002795, HP:0003103, HP:0000598, HP:0011297, HP:0002088, HP:0004930, HP:0012252, HP:0000365, HP:0001159, HP:0000364, HP:0010766, HP:0000924, HP:0000118, HP:0011804, HP:0003011, HP:0005731, HP:0003457, HP:0002086, HP:0011718, HP:0033127, HP:0011842, HP:0011844, HP:0000407",14.29%,78.26874351501465
"HP:0100295, HP:0011372, HP:0001156, HP:0002875, HP:0001939","HP:0001939, HP:0003554, HP:0003584, HP:0008320, HP:0008771, HP:0009046, HP:0100393","HP:0001939, HP:0002813, HP:0002795, HP:0000598, HP:0011297, HP:0004303, HP:0003011, HP:0000924, HP:0000118, HP:0011805, HP:0008774, HP:0001156, HP:0002875, HP:0100295, HP:0008771, HP:0011372, HP:0031703, HP:0002086, HP:0033127, HP:0011927, HP:0002793, HP:0011842, HP:0002094, HP:0011844",28.57%,65.71972823143005
"HP:0033434, HP:0001892, HP:0002656, HP:0009772, HP:0003737, HP:0002197, HP:0000356","HP:0002392, HP:0003191, HP:0003548, HP:0009174, HP:0011248, HP:0011869, HP:0100919, HP:0100926","HP:0001250, HP:0033434, HP:0002652, HP:0009772, HP:0004286, HP:0003330, HP:0004281, HP:0011001, HP:0000598, HP:0001892, HP:0000366, HP:0004054, HP:0003011, HP:0000924, HP:0000118, HP:0011804, HP:0005105, HP:0011849, HP:0000356, HP:0031703, HP:0000707, HP:0000152, HP:0000419, HP:0001871, HP:0012638, HP:0033127, HP:0002197, HP:0002656, HP:0011842, HP:0000234, HP:0004348, HP:0000271, HP:0003737, HP:0003800",0.0%,56.591774225234985
"HP:0000410, HP:0005274, HP:0100855, HP:0004423, HP:0009772, HP:0001873","HP:0002697, HP:0004854, HP:0005274, HP:0009785, HP:0011474, HP:0100929","HP:0005274, HP:0009772, HP:0004286, HP:0000929, HP:0031704, HP:0011001, HP:0000598, HP:0001872, HP:0002084, HP:0040064, HP:0001468, HP:0000118, HP:0005105, HP:0000436, HP:0100855, HP:0000405, HP:0001871, HP:0033127, HP:0000364, HP:0011842, HP:0004348, HP:0000271, HP:0003330, HP:0004281, HP:0000410, HP:0001873, HP:0000366, HP:0000365, HP:0004423, HP:0009784, HP:0001457, HP:0004054, HP:0011875, HP:0000924, HP:0002817, HP:0010938, HP:0001446, HP:0000152, HP:0011815, HP:0011873, HP:0000234, HP:0011849",16.67%,61.53610372543335
"HP:0008897, HP:0100774, HP:0009826, HP:0002894, HP:0000410, HP:0004322","HP:0000410, HP:0008850, HP:0009826, HP:0010098, HP:0011001, HP:0011876, HP:0012142","HP:0001507, HP:0002012, HP:0002894, HP:0001732, HP:0000410, HP:0001510, HP:0100774, HP:0031704, HP:0000598, HP:0008897, HP:0000365, HP:0009815, HP:0000364, HP:0000924, HP:0000118, HP:0004322, HP:0000002, HP:0009115, HP:0000405, HP:0009826, HP:0033127, HP:0011842, HP:0025031",28.57%,74.89033007621765
"HP:0002164, HP:0007343, HP:0001873, HP:0000377, HP:0001156, HP:0010442","HP:0001598, HP:0002444, HP:0004689, HP:0004809, HP:0009898, HP:0010424, HP:0100115","HP:0012639, HP:0002813, HP:0011844, HP:0000598, HP:0001872, HP:0001873, HP:0011297, HP:0001597, HP:0001574, HP:0012443, HP:0011138, HP:0010442, HP:0000924, HP:0000118, HP:0001156, HP:0000356, HP:0031703, HP:0000707, HP:0007343, HP:0000377, HP:0011873, HP:0001871, HP:0033127, HP:0100547, HP:0011927, HP:0011842, HP:0011875, HP:0002164, HP:0002011",0.0%,76.80544686317444
"HP:0009380, HP:0002888, HP:0002120, HP:0007716, HP:0100309, HP:0012532","HP:0007460, HP:0009170, HP:0010993, HP:0012055, HP:0100309, HP:0100836","HP:0007716, HP:0012639, HP:0002120, HP:0002888, HP:0030060, HP:0009733, HP:0007369, HP:0011792, HP:0001155, HP:0002170, HP:0002664, HP:0006265, HP:0040064, HP:0001892, HP:0011029, HP:0025142, HP:0012443, HP:0002060, HP:0030061, HP:0000118, HP:0002817, HP:0002861, HP:0002059, HP:0000707, HP:0012531, HP:0012532, HP:0009380, HP:0001167, HP:0001871, HP:0100547, HP:0030063, HP:0100309, HP:0002011",16.67%,112.37974667549133
"HP:0000822, HP:0007109, HP:0001974, HP:0000772, HP:0010442, HP:0001283","HP:0000875, HP:0000907, HP:0001868, HP:0002483, HP:0005676, HP:0007109, HP:0011818, HP:0011893","HP:0012639, HP:0011893, HP:0002813, HP:0011025, HP:0000765, HP:0002352, HP:0011297, HP:0002518, HP:0032263, HP:0001324, HP:0000772, HP:0012443, HP:0003011, HP:0010442, HP:0001283, HP:0000118, HP:0002060, HP:0000924, HP:0009121, HP:0001547, HP:0011804, HP:0030972, HP:0001974, HP:0000707, HP:0001871, HP:0007109, HP:0000822, HP:0033127, HP:0100547, HP:0001626, HP:0011842, HP:0001881, HP:0011844, HP:0002011",25.0%,75.45429587364197
"HP:0002487, HP:0001605, HP:0000598, HP:0001159, HP:0001831, HP:0011467","HP:0001609, HP:0002451, HP:0008073, HP:0009244, HP:0010825, HP:0011235, HP:0011467, HP:0100371","HP:0002813, HP:0002012, HP:0011442, HP:0000598, HP:0011297, HP:0002487, HP:0001991, HP:0001605, HP:0040064, HP:0001780, HP:0001159, HP:0001831, HP:0001760, HP:0000924, HP:0000118, HP:0003470, HP:0005264, HP:0004297, HP:0000707, HP:0001392, HP:0012638, HP:0012437, HP:0033127, HP:0100022, HP:0011467, HP:0011842, HP:0002814, HP:0011844, HP:0025031, HP:0011466",12.5%,66.52728629112244
"HP:0003474, HP:0002138, HP:0003215, HP:0000836, HP:0001649, HP:0001337","HP:0000600, HP:0000836, HP:0003215, HP:0004944, HP:0011226, HP:0011730, HP:0100699","HP:0001939, HP:0001649, HP:0001337, HP:0011442, HP:0011025, HP:0000836, HP:0003110, HP:0032943, HP:0002170, HP:0001892, HP:0011675, HP:0011029, HP:0012072, HP:0002138, HP:0004305, HP:0000118, HP:0000820, HP:0000707, HP:0003474, HP:0003215, HP:0001992, HP:0001871, HP:0012638, HP:0000818, HP:0001626, HP:0002926, HP:0040156, HP:0030956",28.57%,77.80599117279053
"HP:0002024, HP:0002570, HP:0012378, HP:0000854, HP:0001627, HP:0003467, HP:0000110","HP:0001480, HP:0002570, HP:0003467, HP:0006781, HP:0009354, HP:0010958, HP:0011583, HP:0012406","HP:0002630, HP:0025032, HP:0000925, HP:0012378, HP:0002570, HP:0011772, HP:0003467, HP:0025142, HP:0100031, HP:0000854, HP:0010935, HP:0012210, HP:0000077, HP:0001627, HP:0000924, HP:0000118, HP:0030680, HP:0009121, HP:0000119, HP:0000079, HP:0000820, HP:0033127, HP:0003413, HP:0002024, HP:0000818, HP:0011842, HP:0001626, HP:0025031, HP:0000110",25.0%,114.035480260849
"HP:0002098, HP:0000836, HP:0007373, HP:0000093, HP:0001719, HP:0009803, HP:0012582","HP:0001719, HP:0002790, HP:0004331, HP:0007373, HP:0010173, HP:0011782, HP:0012586, HP:0012595","HP:0012639, HP:0011563, HP:0000836, HP:0003110, HP:0002795, HP:0001155, HP:0040064, HP:0009803, HP:0009767, HP:0000077, HP:0012757, HP:0002450, HP:0000118, HP:0011545, HP:0002086, HP:0000820, HP:0000707, HP:0012582, HP:0001167, HP:0002793, HP:0001626, HP:0000818, HP:0002094, HP:0002926, HP:0001939, HP:0007373, HP:0020129, HP:0001710, HP:0002098, HP:0010935, HP:0012210, HP:0001719, HP:0001627, HP:0005918, HP:0030680, HP:0000119, HP:0000079, HP:0002817, HP:0033354, HP:0000093, HP:0000110",25.0%,69.78716135025024
"HP:0010558, HP:0000183, HP:0000610, HP:0006070, HP:0002119, HP:0030968","HP:0000162, HP:0000610, HP:0006070, HP:0010559, HP:0010772, HP:0011790, HP:0012402, HP:0200128","HP:0012639, HP:0000182, HP:0000929, HP:0002795, HP:0005916, HP:0001155, HP:0000478, HP:0002088, HP:0012252, HP:0040064, HP:0012372, HP:0012443, HP:0010558, HP:0000118, HP:0000553, HP:0002118, HP:0002086, HP:0000707, HP:0030968, HP:0002693, HP:0000271, HP:0002011, HP:0000153, HP:0000932, HP:0000157, HP:0005922, HP:0004930, HP:0002817, HP:0000183, HP:0000152, HP:0006070, HP:0000610, HP:0011911, HP:0011718, HP:0000234, HP:0002119, HP:0030810",25.0%,105.48257875442505
"HP:0001250, HP:0003202, HP:0010663, HP:0002917, HP:0003396","HP:0003560, HP:0004590, HP:0005567, HP:0011097, HP:0012691, HP:0100565","HP:0001250, HP:0012639, HP:0001939, HP:0032180, HP:0002143, HP:0012443, HP:0100561, HP:0003011, HP:0010929, HP:0002917, HP:0000118, HP:0011805, HP:0004921, HP:0010662, HP:0003396, HP:0010927, HP:0000707, HP:0012638, HP:0033127, HP:0100547, HP:0003111, HP:0010663, HP:0002011, HP:0003202",0.0%,49.218114376068115
"HP:0010819, HP:0100749, HP:0001770, HP:0001258, HP:0100037, HP:0002121","HP:0001258, HP:0002069, HP:0006649, HP:0007207, HP:0010191, HP:0010720, HP:0011170, HP:0100584","HP:0001250, HP:0002813, HP:0001276, HP:0001770, HP:0001258, HP:0011297, HP:0020219, HP:0025142, HP:0001257, HP:0001159, HP:0001574, HP:0002061, HP:0011138, HP:0003011, HP:0003808, HP:0000924, HP:0000118, HP:0010819, HP:0011804, HP:0000707, HP:0012531, HP:0034353, HP:0100749, HP:0002121, HP:0012638, HP:0033127, HP:0002197, HP:0011842, HP:0001595, HP:0100037, HP:0011844",12.5%,66.6545307636261
"HP:0001163, HP:0001991, HP:0000568, HP:0100892, HP:0001677, HP:0001250","HP:0002349, HP:0003715, HP:0005292, HP:0006904, HP:0010020, HP:0011480, HP:0100044, HP:0100892","HP:0001250, HP:0000766, HP:0008056, HP:0001163, HP:0001991, HP:0000478, HP:0000568, HP:0001677, HP:0100892, HP:0001780, HP:0040064, HP:0025015, HP:0012372, HP:0033353, HP:0001760, HP:0002621, HP:0000924, HP:0000118, HP:0009121, HP:0011004, HP:0002634, HP:0002597, HP:0000707, HP:0012638, HP:0033127, HP:0000765, HP:0011842, HP:0001626, HP:0002814",12.5%,68.59462475776672
"HP:0000982, HP:0003547, HP:0001289, HP:0003422","HP:0003537, HP:0003724, HP:0007548, HP:0008439, HP:0012006","HP:0000962, HP:0000982, HP:0000925, HP:0001435, HP:0011446, HP:0000972, HP:0040064, HP:0007556, HP:0000951, HP:0011368, HP:0001574, HP:0003547, HP:0000924, HP:0000118, HP:0100543, HP:0009121, HP:0001072, HP:0002817, HP:0001446, HP:0000707, HP:0003422, HP:0012638, HP:0003468, HP:0033127, HP:0011842, HP:0001289, HP:0011121",0.0%,48.461610555648804
"HP:0002633, HP:0012385, HP:0003040, HP:0000220, HP:0000523, HP:0001324","HP:0002633, HP:0010029, HP:0010821, HP:0100017, HP:0100469, HP:3000073","HP:0000153, HP:0031816, HP:0000478, HP:0012385, HP:0001324, HP:0025015, HP:0002633, HP:0012372, HP:0033353, HP:0003011, HP:0000220, HP:0000118, HP:0000924, HP:0011804, HP:0004328, HP:0000518, HP:0000174, HP:0002597, HP:0000234, HP:0000152, HP:0003040, HP:0001371, HP:0000271, HP:0000517, HP:0100736, HP:0033127, HP:0034392, HP:0000523, HP:0030044, HP:0011842, HP:0001626, HP:0001367, HP:0003549, HP:0000163",16.67%,69.20693588256836
"HP:0002121, HP:0003737, HP:0001159, HP:0003327, HP:0010732","HP:0000571, HP:0001427, HP:0003327, HP:0010710, HP:0010732, HP:0011150, HP:0011600","HP:0001250, HP:0002813, HP:0032039, HP:0010732, HP:0011297, HP:0001324, HP:0001159, HP:0030669, HP:0003011, HP:0000924, HP:0000118, HP:0011804, HP:0000707, HP:0000152, HP:0000492, HP:0000271, HP:0002121, HP:0012638, HP:0033127, HP:0002197, HP:0000315, HP:0011842, HP:0000234, HP:0003327, HP:0011844, HP:0003737, HP:0003800",28.57%,57.323169469833374
"HP:0001250, HP:0002119, HP:0002953, HP:0001263, HP:0001347, HP:0001324, HP:0001252, HP:0001288, HP:0003202","HP:0003560, HP:0006956, HP:0007334, HP:0011343, HP:0011941","HP:0001250, HP:0012639, HP:0012758, HP:0000925, HP:0001288, HP:0001324, HP:0001263, HP:0012443, HP:0003011, HP:0002953, HP:0000924, HP:0000118, HP:0002118, HP:0009121, HP:0011804, HP:0003808, HP:0011805, HP:0031826, HP:0001347, HP:0000707, HP:0012638, HP:0003468, HP:0033127, HP:0100022, HP:0012759, HP:0011842, HP:0002119, HP:0002011, HP:0001252, HP:0003202",0.0%,51.48375964164734
"HP:0000953, HP:0007957, HP:0001831, HP:0010016, HP:0000107, HP:0000211, HP:0000773, HP:0002121","HP:0000003, HP:0005587, HP:0005793, HP:0006712, HP:0007809, HP:0011147, HP:0012901, HP:0200050","HP:0006712, HP:0000481, HP:0000929, HP:0005916, HP:0001991, HP:0000478, HP:0001155, HP:0040064, HP:0000951, HP:0000107, HP:0000077, HP:0012372, HP:0001831, HP:0001760, HP:0011821, HP:0000118, HP:0004328, HP:0000953, HP:0000234, HP:0000707, HP:0002121, HP:0012638, HP:0033127, HP:0002197, HP:0000765, HP:0011842, HP:0001000, HP:0002814, HP:0000277, HP:0001250, HP:0007957, HP:0005922, HP:0010935, HP:0010016, HP:0001780, HP:0001574, HP:0012210, HP:0000772, HP:0000924, HP:0009121, HP:0000119, HP:0000079, HP:0002817, HP:0030791, HP:0000152, HP:0010014, HP:0005913, HP:0001547, HP:0000211, HP:0011121, HP:0000773",12.5%,63.92952108383179
"HP:0000505, HP:0001324, HP:0012378, HP:0100749, HP:0003834, HP:0003701, HP:0001315","HP:0001444, HP:0004403, HP:0005687, HP:0006949, HP:0007727, HP:0011171, HP:0100285","HP:0001315, HP:0003043, HP:0012378, HP:0000478, HP:0025142, HP:0001324, HP:0000504, HP:0003011, HP:0003701, HP:0000118, HP:0011804, HP:0000924, HP:0009121, HP:0012373, HP:0003834, HP:0031826, HP:0000707, HP:0012531, HP:0100749, HP:0012638, HP:0033127, HP:0100022, HP:0000765, HP:0011842, HP:0000505",0.0%,77.64514636993408
"HP:0001634, HP:0000389, HP:0001156, HP:0000738, HP:0004054, HP:0002460","HP:0004222, HP:0008955, HP:0009797, HP:0010409, HP:0011622, HP:0012002","HP:0002813, HP:0008609, HP:0011001, HP:0000598, HP:0006705, HP:0002460, HP:0001634, HP:0000388, HP:0003011, HP:0000118, HP:0011804, HP:0031703, HP:0000707, HP:0000370, HP:0012638, HP:0033127, HP:0001626, HP:0000738, HP:0011842, HP:0004348, HP:0011844, HP:0003330, HP:0011446, HP:0011297, HP:0001324, HP:0004054, HP:0001627, HP:0000924, HP:0030680, HP:0001156, HP:0000389, HP:5200423, HP:0011927, HP:0001654, HP:0001633, HP:0011849",0.0%,45.462499380111694
"HP:0034398, HP:0001537, HP:0000982, HP:0001901, HP:0002970, HP:0005873, HP:0005930, HP:0000982, HP:0004971","HP:0000972, HP:0001544, HP:0002979, HP:0005039, HP:0005316, HP:0012132, HP:0100234, HP:0100416","HP:0001537, HP:0034398, HP:0002795, HP:0001551, HP:0002088, HP:0000972, HP:0040064, HP:0007556, HP:0000951, HP:0002981, HP:0012252, HP:0001760, HP:0004298, HP:0000118, HP:0011314, HP:0002979, HP:0001829, HP:0002086, HP:0001871, HP:0002970, HP:0001841, HP:0001901, HP:0033127, HP:0011842, HP:0002814, HP:0011844, HP:0000962, HP:0000982, HP:0004971, HP:0030966, HP:0005930, HP:0004930, HP:0001780, HP:0005873, HP:0011368, HP:0001574, HP:0004414, HP:0000924, HP:0001072, HP:0001877, HP:0011121, HP:0025031",25.0%,74.93316793441772
